seismic,seismoacoustic,shift,ge1ergy,gpuls,gde1ergy,gdpuls,ghazard,1bumps,1bumps2,1bumps3,1bumps4,1bumps5,1bumps6,1bumps7,1bumps89,e1ergy,maxe1ergy,class*
0,1,1,0.00339041821579241,0,0.00969425801640567,0.0203426124197002,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00506636358382616,0,0.0186428038777032,0.0182012847965739,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00447304039606249,0.00995024875621891,0.0178970917225951,0.0524625267665953,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.00406079636300591,0,0.0208799403430276,0.056745182012848,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0175415615187532,0,0.108128262490679,0.158458244111349,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.163568415172122,0.0149253731343284,0.0723340790454884,0.110278372591006,0,2,0,2,0,0,0,0,0,0.0149253731343284,0.01,0
0,0,1,0.0149178401494866,0.00995024875621891,0.0104399701715138,0.0417558886509636,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.021906724971586,0,0.0193885160328113,0.0406852248394004,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0817399009843771,0.00348258706467662,0.0343027591349739,0.0728051391862955,0,2,1,1,0,0,0,0,0,0.00348258706467662,0.0025,0
0,0,1,0.0165090250621256,0.0149253731343284,0.0149142431021626,0.0374732334047109,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,0,0.0663404673383291,0.00149253731343284,0.029082774049217,0.0438972162740899,0,1,1,0,0,0,0,0,0,0.00149253731343284,0.0015,0
0,0,0,0.152187397661382,0.0149253731343284,0.105891126025354,0.145610278372591,0,3,0,3,0,0,0,0,0,0.0149253731343284,0.005,0
0,0,1,0.0197337751151008,0.0149253731343284,0.0797912005965697,0.127408993576017,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,0,0.0557800851457302,0.00497512437810945,0.0372856077554064,0.0471092077087794,0,1,0,1,0,0,0,0,0,0.00497512437810945,0.005,0
0,0,0,0.184026506906051,0.00373134328358209,0.135719612229679,0.167023554603854,0,3,3,0,0,0,0,0,0,0.00373134328358209,0.0015,0
0,0,1,0.0276396139546532,0.0149253731343284,0.111856823266219,0.132762312633833,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,0,0.0490300706979253,0.00174129353233831,0.0313199105145414,0.0460385438972163,0,1,1,0,0,0,0,0,0,0.00174129353233831,0.00175,1
0,0,0,0.198300938144131,0.0390547263681592,0.142431021625652,0.203426124197002,0,7,4,2,1,0,0,0,0,0.0390547263681592,0.025,0
0,0,1,0.0267149544412552,0,0.102162565249814,0.134903640256959,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0109263932499856,0,0.0380313199105145,0.0546038543897216,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00890755331240007,0,0.0320656226696495,0.0546038543897216,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00636859239852825,0,0.023117076808352,0.0396145610278373,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00333262699620504,0,0.0119313944817301,0.0224839400428266,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00772475968484522,0.0124378109452736,0.0335570469798658,0.0364025695931477,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,1,0.00596790660938915,0,0.0275913497390007,0.0513918629550321,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0395368996937065,0.00671641791044776,0.0238627889634601,0.0321199143468951,0,2,1,1,0,0,0,0,0,0.00671641791044776,0.005,0
0,0,0,0.0962917300764771,0,0.0656226696495153,0.0974304068522484,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0151836797595885,0.0124378109452736,0.0805369127516778,0.145610278372591,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,1,1,0.0246961145036697,0.00124378109452736,0.135719612229679,0.140256959314775,0,1,1,0,0,0,0,0,0,0.00124378109452736,0.00125,0
0,1,0,0.119015237618231,0.00447761194029851,0.0827740492170022,0.143468950749465,1,2,1,1,0,0,0,0,0,0.00447761194029851,0.0025,0
0,1,1,0.0227158020458092,0.0149253731343284,0.120059656972409,0.193790149892934,1,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,1,1,0.0255860992853153,0.000746268656716418,0.140939597315436,0.156316916488223,1,1,1,0,0,0,0,0,0,0.000746268656716418,0.00075,0
0,1,0,0.0958563695555855,0.00099502487562189,0.0648769574944072,0.102783725910064,1,1,1,0,0,0,0,0,0,0.00099502487562189,0.001,0
0,1,1,0.0198493575542756,0.0174129353233831,0.109619686800895,0.139186295503212,0,1,0,1,0,0,0,0,0,0.0174129353233831,0.0175,0
0,1,1,0.0173566296160737,0,0.0894854586129754,0.0985010706638116,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.023255186761958,0,0.113348247576435,0.133832976445396,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00702355955385179,0.00995024875621891,0.029082774049217,0.056745182012848,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.0194486717651365,0,0.0827740492170022,0.0835117773019272,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.103627362216101,0.00199004975124378,0.0708426547352722,0.107066381156317,0,2,2,0,0,0,0,0,0,0.00199004975124378,0.001,0
0,0,1,0.0143553389455029,0.00995024875621891,0.0559284116331096,0.102783725910064,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,0,0.143580358690836,0.00348258706467662,0.0991797166293811,0.137044967880086,0,3,3,0,0,0,0,0,0,0.00348258706467662,0.00175,0
0,0,1,0.016982913062742,0,0.064131245339299,0.116702355460385,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0123172352680549,0,0.0447427293064877,0.0781584582441113,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0121130396255129,0,0.0477255779269202,0.0706638115631692,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0178305176166901,0.0124378109452736,0.0760626398210291,0.0856531049250535,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,1,0.00695806283831943,0,0.029082774049217,0.0513918629550321,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0567972106104679,0,0.0700969425801641,0.0963597430406852,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0780335574348404,0.0106965174129353,0.0469798657718121,0.0588865096359743,0,2,1,1,0,0,0,0,0,0.0106965174129353,0.01,0
0,0,0,0.0997900252354992,0.00223880597014925,0.0633855331841909,0.15203426124197,0,1,1,0,0,0,0,0,0,0.00223880597014925,0.00225,0
0,0,1,0.0154533721176629,0.0124378109452736,0.0186428038777032,0.0396145610278373,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,1,0.0227735932653965,0,0.0313199105145414,0.0374732334047109,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.227470093043864,0.00199004975124378,0.0887397464578673,0.0963597430406852,0,1,1,0,0,0,0,0,0,0.00199004975124378,0.002,0
0,0,1,0.0292153878754021,0.0149253731343284,0.0432513049962714,0.0738758029978587,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,1,0.0280980909633796,0,0.0902311707680835,0.110278372591006,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.122232282175262,0,0.0447427293064877,0.0556745182012848,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.087800273545106,0.0106965174129353,0.0328113348247576,0.0396145610278373,0,2,1,1,0,0,0,0,0,0.0106965174129353,0.01,0
0,0,1,0.0369786750399723,0,0.116331096196868,0.201284796573876,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0812390437479532,0.0124378109452736,0.0387770320656227,0.0653104925053533,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,1,0.00955481497177862,0,0.029082774049217,0.0717344753747323,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.116483982200304,0.00149253731343284,0.0596569724086503,0.112419700214133,0,2,2,0,0,0,0,0,0,0.00149253731343284,0.00075,0
0,0,1,0.0177457571612953,0.0149253731343284,0.0596569724086503,0.118843683083512,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,1,0,0.168191712739111,0,0.0887397464578673,0.109207708779443,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.0223960239640924,0,0.0775540641312453,0.13169164882227,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.0139777696441987,0.00995024875621891,0.0477255779269202,0.100642398286938,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,1,0,0.0652154649303616,0,0.0320656226696495,0.0546038543897216,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.0371790179345418,0,0.136465324384787,0.177730192719486,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.090042572865096,0,0.0484712900820283,0.0770877944325482,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0573866810502591,0.0149253731343284,0.0313199105145414,0.0653104925053533,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,1,0.0244456858854578,0,0.0827740492170022,0.140256959314775,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0749282425690123,0,0.0454884414615958,0.0685224839400428,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0176918186896804,0.0124378109452736,0.058165548098434,0.109207708779443,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,1,0.0401803086051126,0,0.13944817300522,0.133832976445396,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.110053745834216,0,0.0723340790454884,0.082441113490364,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0101751073953497,0,0.0305741983594333,0.0385438972162741,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00981680183390803,0.0149253731343284,0.0313199105145414,0.0460385438972163,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,0,0.114861975303885,0,0.0782997762863535,0.100642398286938,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0150026006048814,0.0124378109452736,0.052199850857569,0.0974304068522484,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,1,0.0211477336210052,0,0.0723340790454884,0.0728051391862955,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0662749706227967,0,0.0454884414615958,0.0588865096359743,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00970121939473329,0.00995024875621891,0.0313199105145414,0.0653104925053533,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,0,0.104001078769432,0.00199004975124378,0.0790454884414616,0.0877944325481799,0,2,2,0,0,0,0,0,0,0.00199004975124378,0.00125,0
0,0,1,0.0158039721831596,0,0.0559284116331096,0.056745182012848,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00871106316580301,0,0.029082774049217,0.0278372591006424,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00503168885207374,0,0.0186428038777032,0.0214132762312634,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.00747433106663328,0.00995024875621891,0.0335570469798658,0.0481798715203426,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.00495848664059641,0,0.023117076808352,0.0342612419700214,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0641867812217064,0,0.046234153616704,0.0428265524625268,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.105592263682071,0,0.0827740492170022,0.139186295503212,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.0215830941418967,0.0124378109452736,0.146159582401193,0.198072805139186,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,1,0,0.0873379437884071,0,0.0730797912005966,0.102783725910064,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.051834871221899,0,0.0410141685309471,0.0856531049250535,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.0191905376509796,0.00746268656716418,0.117076808351976,0.168094218415418,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,1,0,0.126350869757855,0.000497512437810945,0.109619686800895,0.102783725910064,0,1,1,0,0,0,0,0,0,0.000497512437810945,0.0005,0
0,1,0,0.0539346188669068,0,0.0417598806860552,0.0535331905781585,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0164589393384832,0.00746268656716418,0.0924683072334079,0.112419700214133,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,0,0,0.0607347190383541,0,0.0484712900820283,0.0653104925053533,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.125464737724182,0.00746268656716418,0.108873974645787,0.174518201284797,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,0,0,0.115744254589586,0,0.0991797166293811,0.142398286937901,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.179395503843116,0.00995024875621891,0.0663683818046234,0.0899357601713062,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,0,0.129644969274335,0.00995024875621891,0.0477255779269202,0.0663811563169165,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.0432278322513533,0,0.0305741983594333,0.0331905781584582,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.366515767371077,0,0.144668158090977,0.0952890792291221,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0784997399395119,0.00746268656716418,0.0611483967188665,0.0685224839400428,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,0,0,0.275583209724336,0.000746268656716418,0.0984340044742729,0.141327623126338,0,1,1,0,0,0,0,0,0,0.000746268656716418,0.00075,0
0,0,1,0.0617402862591744,0,0.0484712900820283,0.127408993576017,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0293001483307969,0.00995024875621891,0.0328113348247576,0.0492505353319058,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,0,0.143738321357708,0.00497512437810945,0.0477255779269202,0.0877944325481799,0,1,0,1,0,0,0,0,0,0.00497512437810945,0.005,0
0,0,0,0.185521373119377,0,0.064131245339299,0.120985010706638,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23910924466876,0,0.0842654735272185,0.127408993576017,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0381653214154996,0.00995024875621891,0.046234153616704,0.107066381156317,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.108158193831751,0.00746268656716418,0.141685309470544,0.144539614561028,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,0,0,0.214648147791412,0,0.0730797912005966,0.114561027837259,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0253125541792684,0.00995024875621891,0.0283370618941089,0.0503211991434689,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,1,0.104174452428194,0,0.133482475764355,0.186295503211991,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.118448883666275,0,0.0387770320656227,0.0685224839400428,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0196991003833484,0.00746268656716418,0.0208799403430276,0.0417558886509636,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,0,0,0.120976286336229,0,0.0410141685309471,0.063169164882227,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.141873591339023,0.00497512437810945,0.0507084265473527,0.0985010706638116,0,1,0,1,0,0,0,0,0,0.00497512437810945,0.005,0
0,0,1,0.0440908477971914,0.0199004975124378,0.0544369873228934,0.102783725910064,0,2,0,2,0,0,0,0,0,0.0199004975124378,0.0125,0
0,0,0,0.121785363410452,0.00671641791044776,0.0439970171513796,0.0802997858672377,0,3,1,2,0,0,0,0,0,0.00671641791044776,0.0025,0
0,0,1,0.0807767139912543,0,0.105891126025354,0.198072805139186,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0177996956329102,0.0124378109452736,0.0201342281879195,0.0353319057815846,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,0,0.143430101519909,0,0.052199850857569,0.0931477516059957,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0183891660727014,0.00746268656716418,0.023117076808352,0.0524625267665953,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,0,0,0.152734487873476,0.0149253731343284,0.064131245339299,0.088865096359743,0,1,0,1,0,0,0,0,0,0.0149253731343284,0.015,0
0,0,1,0.0337654832309145,0,0.0492170022371365,0.0770877944325482,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0286914141511433,0.00995024875621891,0.0410141685309471,0.0653104925053533,0,2,0,2,0,0,0,0,0,0.00995024875621891,0.0075,0
0,0,1,0.0144054246691453,0,0.0193885160328113,0.0481798715203426,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.116934753713086,0,0.052199850857569,0.0802997858672377,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.107156479358903,0.00223880597014925,0.0484712900820283,0.0835117773019272,0,1,1,0,0,0,0,0,0,0.00223880597014925,0.00225,0
0,0,1,0.0249773651056616,0.0124378109452736,0.0454884414615958,0.0674518201284797,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,0,0,0.192198185355705,0.00223880597014925,0.0939597315436242,0.120985010706638,0,1,1,0,0,0,0,0,0,0.00223880597014925,0.00225,0
0,0,0,0.170923311051608,0,0.0865026099925429,0.113490364025696,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0152260599872859,0.00995024875621891,0.0260999254287845,0.0460385438972163,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,0,0,0.303646625955963,0,0.0708426547352722,0.101713062098501,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0459863997996571,0,0.0193885160328113,0.0342612419700214,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.025042861821194,0.00746268656716418,0.0104399701715138,0.0224839400428266,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,1,0,0.404338194217025,0,0.0947054436987323,0.125267665952891,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.275641000943923,0.00223880597014925,0.0618941088739746,0.0985010706638116,0,2,2,0,0,0,0,0,0,0.00223880597014925,0.0015,1
0,1,1,0.0356070967617653,0.0248756218905473,0.017151379567487,0.0235546038543897,0,1,0,0,1,0,0,0,0,0.0248756218905473,0.025,1
1,2,0,0.375384793203753,0.0512437810945274,0.0865026099925429,0.124197002141328,0,2,1,0,1,0,0,0,0,0.0512437810945274,0.05,0
1,2,0,0.268293810560382,0.00597014925373134,0.0596569724086503,0.0899357601713062,0,2,1,1,0,0,0,0,0,0.00597014925373134,0.005,0
1,2,1,0.023702105526767,0.00746268656716418,0.0469798657718121,0.0985010706638116,0,1,0,1,0,0,0,0,0,0.00746268656716418,0.0075,0
0,2,0,0.433337828205968,0.00970149253731343,0.0991797166293811,0.144539614561028,0,3,1,2,0,0,0,0,0,0.00970149253731343,0.005,0
0,1,0,0.246853268093468,0.0124378109452736,0.0529455630126771,0.0781584582441113,0,1,0,1,0,0,0,0,0,0.0124378109452736,0.0125,0
0,1,0,0.422573250370827,0.00920398009950249,0.0947054436987323,0.133832976445396,0,2,1,1,0,0,0,0,0,0.00920398009950249,0.0075,0
0,1,1,0.059887114484406,0,0.126771066368382,0.187366167023555,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.27835718826453,0.0124378109452736,0.0589112602535421,0.134903640256959,0,2,0,2,0,0,0,0,0,0.0124378109452736,0.01,0
0,1,0,0.224461096877348,0.0174129353233831,0.0477255779269202,0.0728051391862955,0,1,0,1,0,0,0,0,0,0.0174129353233831,0.0175,0
0,1,0,0.266305792606577,0,0.0611483967188665,0.0963597430406852,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.269195353585945,0.0199004975124378,0.0633855331841909,0.0877944325481799,0,3,0,3,0,0,0,0,0,0.0199004975124378,0.01,0
0,1,1,0.0362196836893915,0,0.0149142431021626,0.0406852248394004,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.276060950472925,0.00174129353233831,0.0656226696495153,0.117773019271949,0,2,2,0,0,0,0,0,0,0.00174129353233831,0.00125,0
0,0,0,0.246968850532642,0.00199004975124378,0.0589112602535421,0.109207708779443,0,1,1,0,0,0,0,0,0,0.00199004975124378,0.002,0
0,0,1,0.147995607867311,0.0241293532338308,0.0745712155108128,0.109207708779443,0,3,1,2,0,0,0,0,0,0.0241293532338308,0.015,1
0,0,0,0.304648340428811,0.0323383084577114,0.0753169276659209,0.0985010706638116,0,2,0,1,1,0,0,0,0,0.0323383084577114,0.025,0
0,1,1,0.150287992910944,0,0.0760626398210291,0.138115631691649,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0.0266841324574753,0.00995024875621891,0.0111856823266219,0.0331905781584582,0,1,0,1,0,0,0,0,0,0.00995024875621891,0.01,0
0,1,0,0.36090616632313,0.00646766169154229,0.0894854586129754,0.120985010706638,0,2,1,1,0,0,0,0,0,0.00646766169154229,0.005,0
0,1,1,0.166666024542005,0,0.0939597315436242,0.156316916488223,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.170237521912504,0.0149253731343284,0.0402684563758389,0.0674518201284797,0,3,0,3,0,0,0,0,0,0.0149253731343284,0.0075,0
0,0,0,0.351674982181041,0,0.0902311707680835,0.142398286937901,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.171874939800813,0,0.0417598806860552,0.0685224839400428,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0325672786114696,0,0.0156599552572707,0.0310492505353319,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0298356802989732,0,0.0156599552572707,0.0246252676659529,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0.0450540347903142,0.00497512437810945,0.029082774049217,0.0546038543897216,0,1,0,1,0,0,0,0,0,0.00497512437810945,0.005,0
0,0,1,0.159734930939493,0,0.123042505592841,0.170235546038544,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.370121939473329,0,0.0984340044742729,0.149892933618844,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.294126485715937,0,0.0753169276659209,0.141327623126338,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0.208410548823949,0.0104477611940299,0.052199850857569,0.082441113490364,1,4,3,1,0,0,0,0,0,0.0104477611940299,0.0075,0
0,1,0,0.434331837182871,0.000746268656716418,0.114839671886652,0.199143468950749,0,1,1,0,0,0,0,0,0,0.000746268656716418,0.00075,0
0,1,0,0.255818612625455,0.0027363184079602,0.0626398210290828,0.10813704496788,0,2,2,0,0,0,0,0,0,0.0027363184079602,0.0015,0
0,0,0,0.123307198859587,0.0124378109452736,0.0283370618941089,0.0578158458244111,0,2,0,2,0,0,0,0,0,0.0124378109452736,0.0075,0
0,0,0,0.295883338791393,0.000746268656716418,0.0775540641312453,0.12847965738758,0,1,1,0,0,0,0,0,0,0.000746268656716418,0.00075,0
0,0,0,0.182878388010248,0,0.0477255779269202,0.0877944325481799,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.263069484309684,0.0149253731343284,0.0700969425801641,0.0835117773019272,0,2,0,2,0,0,0,0,0,0.0149253731343284,0.01,0
0,0,0,0.484086224499624,0.0154228855721393,0.135719612229679,0.197002141327623,0,3,2,1,0,0,0,0,0,0.0154228855721393,0.0125,0
0,0,0,0.221895166727669,0.00223880597014925,0.0536912751677852,0.0792291220556745,0,1,1,0,0,0,0,0,0,0.00223880597014925,0.00225,0
0,0,0,0.301535320067038,0.0149253731343284,0.0782997762863535,0.0845824411134904,0,2,0,2,0,0,0,0,0,0.0149253731343284,0.0075,0
0,0,0,0.528327329467743,0.000746268656716418,0.13944817300522,0.170235546038544,0,1,1,0,0,0,0,0,0,0.000746268656716418,0.00075,0
0,0,0,0.343518714723276,0,0.0797912005965697,0.102783725910064,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.398605305233958,0.00497512437810945,0.0961968680089485,0.0963597430406852,0,1,0,1,0,0,0,0,0,0.00497512437810945,0.005,1
1,1,0,0.820219221359635,0.0512437810945274,0.191648023862789,0.200214132762313,1,2,1,0,1,0,0,0,0,0.0512437810945274,0.05,0
1,1,0,0.595985436612664,0.0161691542288557,0.112602535421327,0.143468950749465,0,3,1,2,0,0,0,0,0,0.0161691542288557,0.01,0
1,1,0,0.356305985243975,0,0.0611483967188665,0.082441113490364,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.766261486004893,0,0.129753914988814,0.163811563169165,0,0,0,0,0,0,0,0,0,0,0,0
